;CAT;CNA;INA;LNA;VNA;WAA;WDA;WTA
0;19;[7, 73, 40, 27, 8, 48, 19, 10, 46, 5, 3, 8, 17, 29, 76, 42];[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11];[46, 44, 43, 43, 45, 44, 45, 44, 43, 43, 43, 44, 43, 43, 44, 43];[934, 11253, 6341, 4175, 3013, 15423, 2794, 3732, 6923, 1254, 2095, 2882, 5929, 25186, 41852, 2373];[268, 268, 268, 268, 268, 268, 268, 268, 268, 268, 268, 268, 268, 268, 268, 268];[13, 20, 13, 15, 20, 11, 18, 13, 9, 9, 14, 12, 23, 15, 14, 12];[11, 10, 11, 13, 13, 10, 6, 11, 10, 12, 11, 9, 15, 13, 16, 11]
